"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред","Број одељења - пети разред","Број комбинованих одељења - пети разред","Број специјалних одељења - пети разред","Број ученика - пети разред","Број девојчица - пети разред","Број ИОП-а 1 - пети разред","Број ИОП-а 2 - пети разред","Број ИОП-а 3 - пети разред","Број одељења - шести разред","Број комбинованих одељења - шести разред","Број специјалних одељења - шести разред","Број ученика - шести разред","Број девојчица - шести разред","Број ИОП-а 1 - шести разред","Број ИОП-а 2 - шести разред","Број ИОП-а 3 - шести разред","Број одељења - седми разред","Број комбинованих одељења - седми разред","Број специјалних одељења - седми разред","Број ученика - седми разред","Број девојчица - седми разред","Број ИОП-а 1 - седми разред","Број ИОП-а 2 - седми разред","Број ИОП-а 3 - седми разред","Број одељења - осми разред","Број комбинованих одељења - осми разред","Број специјалних одељења - осми разред","Број ученика - осми разред","Број девојчица - осми разред","Број ИОП-а 1 - осми разред","Број ИОП-а 2 - осми разред","Број ИОП-а 3 - осми разред"
"651.","549","Државно","Сремски управни округ","Шид","Вук Караџић","Основно редовно образовање","Основно образовање","8","Српски језик","4","1","0","34","12","0","0","0","4","2","0","27","12","0","0","0","3","0","0","26","6","0","0","0","4","2","0","40","17","0","0","0","2","0","0","33","16","0","0","0","2","0","0","27","13","0","0","0","3","0","0","45","16","0","1","0","3","0","0","40","19","0","0","0"
"652.","550","Државно","Мачвански управни округ","Богатић","Мика Митровић","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","89","40","0","0","0","5","0","0","88","43","1","0","0","5","0","0","94","41","2","1","0","4","0","0","79","42","0","0","0","4","0","0","118","53","0","2","0","4","0","0","103","44","0","0","0","4","0","0","112","50","0","1","0","4","0","0","105","54","0","0","0"
"653.","551","Државно","Мачвански управни округ","Богатић","Вук Караџић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","38","22","0","0","0","2","0","0","36","21","0","0","0","2","0","0","42","24","0","0","0","2","0","0","36","13","0","0","0","2","0","0","37","18","0","0","0","2","0","0","38","22","0","0","0","2","0","0","61","31","0","0","0","2","0","0","50","26","0","1","0"
"654.","552","Државно","Мачвански управни округ","Богатић","Цветин Бркић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","23","12","2","0","0","3","2","0","24","10","0","0","0","3","1","0","40","19","1","1","0","3","2","0","22","12","0","1","0","1","0","0","23","11","0","0","0","2","0","0","28","12","2","1","0","2","0","0","32","17","0","1","0","2","0","0","35","13","0","0","0"
"655.","553","Државно","Мачвански управни округ","Богатић","Никола Тесла","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","17","8","0","0","0","1","0","0","27","10","0","0","0","2","0","0","30","13","2","0","0","2","0","0","30","12","0","0","0","1","0","0","21","15","0","0","0","2","0","0","36","16","0","0","0","1","0","0","25","17","0","0","0","1","0","0","26","15","0","0","0"
"656.","554","Државно","Мачвански управни округ","Богатић","Лаза К. Лазаревић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","27","14","0","0","0","3","1","0","30","12","2","0","0","3","1","0","47","22","1","0","0","3","1","0","35","17","2","0","0","2","0","0","39","22","0","0","0","2","0","0","32","16","0","1","0","2","0","0","40","17","1","0","0","2","0","0","40","17","0","0","0"
"657.","555","Државно","Мачвански управни округ","Богатић","Јанко Веселиновић","Основно редовно образовање","Основно образовање","8","Српски језик","3","2","0","15","9","0","0","0","3","2","0","15","4","0","0","0","3","2","0","20","9","0","0","0","3","2","0","23","11","0","0","0","1","0","0","17","8","0","1","0","1","0","0","25","11","0","0","0","2","0","0","30","11","2","2","0","1","0","0","22","10","1","1","0"
"658.","556","Државно","Мачвански управни округ","Владимирци","Јован Цвијић","Основно редовно образовање","Основно образовање","8","Српски језик","9","7","0","65","36","0","0","0","9","7","0","55","26","0","0","0","9","7","0","60","29","0","0","0","9","7","0","60","32","0","0","0","3","0","0","49","26","0","1","0","3","0","0","50","24","0","4","0","3","0","0","52","28","0","0","0","3","0","0","47","23","0","0","0"
"659.","557","Државно","Мачвански управни округ","Владимирци","Жика Поповић","Основно редовно образовање","Основно образовање","8","Српски језик","10","7","0","70","28","0","1","0","10","8","0","59","32","0","1","0","11","9","0","63","30","0","1","0","12","10","0","64","38","0","1","0","4","0","0","73","29","0","3","0","4","0","0","75","32","0","1","0","4","0","0","70","38","0","2","0","4","0","0","84","33","0","0","0"
"660.","558","Државно","Мачвански управни округ","Коцељева","Мића Станојловић","Основно редовно образовање","Основно образовање","8","Српски језик","11","6","0","98","54","0","0","0","9","4","0","89","46","0","0","0","13","7","0","107","43","0","2","0","12","8","0","96","52","0","2","0","7","0","0","111","47","0","3","0","8","0","0","121","47","0","3","0","7","0","0","133","71","0","0","0","8","0","0","134","69","0","3","0"
"661.","559","Државно","Мачвански управни округ","Крупањ","Боривоје Ж. Милојевић","Основно редовно образовање","Основно образовање","8","Српски језик","12","7","0","108","53","1","0","0","10","6","0","90","42","2","0","0","13","7","0","107","48","3","0","0","12","7","0","106","45","2","2","0","6","0","0","98","45","0","3","0","7","0","0","121","69","0","3","0","7","0","0","109","63","1","3","0","7","0","0","134","68","0","3","0"
"662.","560","Државно","Мачвански управни округ","Крупањ","Жикица Јовановић Шпанац","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","19","11","0","0","0","6","4","0","25","18","0","1","0","6","3","0","27","14","0","1","0","5","3","0","28","16","0","1","0","2","0","0","30","14","0","0","0","2","0","0","23","11","0","0","0","2","0","0","24","9","0","0","0","2","0","0","40","24","0","0","0"
"663.","561","Државно","Мачвански управни округ","Лозница - град","Петар Тасић","Основно редовно образовање","Основно образовање","8","Српски језик","6","3","0","66","29","1","0","0","7","4","1","72","35","2","1","0","7","3","1","81","39","1","3","0","7","3","1","88","35","0","1","0","3","0","0","61","27","1","0","0","3","0","0","66","25","3","1","0","4","0","0","94","48","0","0","0","4","1","1","73","34","2","4","0"
"664.","562","Државно","Мачвански управни округ","Лозница - град","14. октобар","Основно редовно образовање","Основно образовање","8","Српски језик","4","3","0","26","13","0","0","0","5","4","0","25","16","0","1","0","5","4","0","26","15","1","0","0","5","4","0","28","16","2","0","0","2","0","0","33","13","1","0","0","2","0","0","29","17","1","1","0","1","0","0","26","14","0","0","0","2","0","0","35","18","0","0","0"
"665.","563","Државно","Мачвански управни округ","Лозница - град","Мика Митровић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","29","10","0","0","0","3","1","0","32","14","0","0","0","3","1","0","38","20","0","0","0","3","1","0","37","16","0","0","0","2","0","0","32","18","0","0","0","2","0","0","44","24","0","0","0","2","0","0","41","16","0","0","0","2","0","0","43","21","0","0","0"
"666.","564","Државно","Мачвански управни округ","Лозница - град","Вукова спомен школа","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","12","6","0","0","0","1","0","0","4","2","0","0","0","1","0","0","10","6","0","0","0","1","0","0","12","8","1","0","0","1","0","0","10","5","0","0","0","1","0","0","11","7","0","0","0","1","0","0","10","6","0","0","0","1","0","0","14","6","0","0","0"
"667.","565","Државно","Мачвански управни округ","Лозница - град","Доситеј Обрадовић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","54","28","0","0","0","3","1","0","55","23","1","1","0","3","1","0","53","19","2","0","0","3","1","0","59","37","0","1","0","2","0","0","57","25","0","0","0","3","0","0","68","38","0","0","0","2","0","0","43","16","0","0","0","3","0","0","71","36","1","1","0"
"668.","566","Државно","Мачвански управни округ","Лозница - град","Вера Благојевић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","39","20","0","0","0","5","2","1","53","26","0","1","0","4","1","0","44","22","1","0","0","4","1","0","58","29","0","0","0","5","2","2","53","21","1","7","0","5","2","2","68","30","2","6","0","3","0","0","58","23","2","0","0","3","0","0","57","30","0","1","0"
